brand,series,shade,productType,productTypeLabel,colorLine,colorTechnology,shadeSystem,level,levelName,reflectCode,meaning,developerPercent,developerVolume,colorFamily,confidence,grams,rows,customers
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,8.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,13,Light blonde with Ash / blue + Gold reflect,,,Blonde,high,482.5,8,1
TO DEL.,L'OREAL PROFESSIONNEL,"6,1",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,6,Dark blonde,1,Dark blonde with Ash / blue reflect,,,Brown / dark blonde,high,481,20,4
L'OREAL PROFESSIONNEL,DIA RICHESSE,5.32,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,5,Light brown,32,Light brown with Gold + Iridescent / violet reflect,,,Brown / dark blonde,high,475,14,2
L'OREAL PROFESSIONNEL,DIA LIGHT,6.35,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,35,Dark blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,474,24,3
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,7.13,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,13,Blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,456,14,2
SCHWARZKOPF,BLONDME DEVELOPERS,2%   7 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,Oxidant / developer used to activate color or lightener,2,7,,high,453.5,5,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,4.0,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,452,19,1
TO DEL.,L'OREAL PROFESSIONNEL,"8,1",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,8,Light blonde,1,Light blonde with Ash / blue reflect,,,Blonde,high,448,20,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,9.3,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,3,Very light blonde with Gold reflect,,,Blonde,high,447.5,11,1
L'OREAL PROFESSIONNEL,MAJIREL,7.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,13,Blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,441.5,17,1
L'OREAL PROFESSIONNEL,MAJIREL,C5.20,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,20,Light brown with Iridescent / violet + Natural reflect,,,Brown / dark blonde,high,439,25,2
TO DEL.,L'OREAL PROFESSIONNEL,"6,34",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,6,Dark blonde,34,Dark blonde with Gold + Copper reflect,,,Brown / dark blonde,high,438.5,22,1
L'OREAL PROFESSIONNEL,MAJIREL,7.35,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,35,Blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,438,19,2
L'OREAL PROFESSIONNEL,NEW INOA,2.10,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,2,Very dark brown,10,Very dark brown with Ash / blue + Natural reflect,,,Dark brown / black,high,433,14,3
L'OREAL PROFESSIONNEL,NEW INOA,5.60,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,60,Light brown with Red + Natural reflect,,,Brown / dark blonde,high,431,22,3
L'OREAL PROFESSIONNEL,MAJIREL,9.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,1,Very light blonde with Ash / blue reflect,,,Blonde,high,430.5,14,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,10.02,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,430.5,10,1
L'OREAL PROFESSIONNEL,MAJIREL,MC ROUGE (RED),mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,428.5,15,4
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,5.26,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,26,Light brown with Iridescent / violet + Red reflect,,,Brown / dark blonde,high,428,10,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,9,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,0,Very light blonde natural shade,,,Blonde,high,425.5,14,2
L'OREAL PROFESSIONNEL,NEW INOA,8.12,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,12,Light blonde with Ash / blue + Iridescent / violet reflect,,,Blonde,high,425,10,1
L'OREAL PROFESSIONNEL,MAJIREL,5.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,3,Light brown with Gold reflect,,,Brown / dark blonde,high,422,16,1
L'OREAL PROFESSIONNEL,NEW INOA,5.5,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,5,Light brown with Mahogany / red-violet reflect,,,Brown / dark blonde,high,421,8,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,8.0,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,415.5,11,2
L'OREAL PROFESSIONNEL,MAJIREL,9.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,13,Very light blonde with Ash / blue + Gold reflect,,,Blonde,high,409,12,1
L'OREAL PROFESSIONNEL,MAJIREL,7.11,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,11,Blonde with Ash / blue + Ash / blue reflect,,,Brown / dark blonde,high,407,15,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,3,Dark brown,0,Dark brown natural shade,,,Dark brown / black,high,402,13,2
TO DEL.,L'OREAL PROFESSIONNEL,8,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,400,13,1
L'OREAL PROFESSIONNEL,NEW INOA,8.3 F,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,3,Light blonde with Gold reflect,,,Blonde,high,397,33,2
L'OREAL PROFESSIONNEL,DIA LIGHT,5.66,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,5,Light brown,66,Light brown with Red + Red reflect,,,Brown / dark blonde,high,387,11,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,4,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,385,12,3
MATRIX,SUPER SYNC,10G/10.3,mixer_corrector,Mixer / corrector / clear,Matrix,Permanent or demi-permanent color family,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,384.5,11,1
TO DEL.,L'OREAL PROFESSIONNEL,"5,17",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,5,Light brown,17,Light brown with Ash / blue + Green / matte reflect,,,Brown / dark blonde,high,380.5,11,2
L'OREAL PROFESSIONNEL,DIA COLOR,6.60,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,60,Dark blonde with Red + Natural reflect,,,Brown / dark blonde,high,377,16,2
L'OREAL PROFESSIONNEL,MAJIREL,5.62,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,62,Light brown with Red + Iridescent / violet reflect,,,Brown / dark blonde,high,374,20,1
L'OREAL PROFESSIONNEL,MAJIREL,CI9.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,13,Very light blonde with Ash / blue + Gold reflect,,,Blonde,high,370,16,2
TO DEL.,L'OREAL PROFESSIONNEL,"6,11",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,6,Dark blonde,11,Dark blonde with Ash / blue + Ash / blue reflect,,,Brown / dark blonde,high,370,11,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,9.12,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,12,Very light blonde with Ash / blue + Iridescent / violet reflect,,,Blonde,high,364,11,2
L'OREAL PROFESSIONNEL,EFASSOR,LIGHTENING CREAM,lightener_bleach,Lightener / bleach,EFASSOR,Unknown / supporting product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,361.5,10,2
TO DEL.,L'OREAL PROFESSIONNEL,"4,20",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,4,Brown,20,Brown with Iridescent / violet + Natural reflect,,,Dark brown / black,high,359,14,1
TO DEL.,L'OREAL PROFESSIONNEL,"7,43",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,7,Blonde,43,Blonde with Copper + Gold reflect,,,Brown / dark blonde,high,350,16,2
L'OREAL PROFESSIONNEL,MAJIREL,7.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,3,Blonde with Gold reflect,,,Brown / dark blonde,high,345.5,13,2
L'OREAL PROFESSIONNEL,NEW INOA,4.2,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,4,Brown,2,Brown with Iridescent / violet reflect,,,Dark brown / black,high,345,11,3
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,8,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,344.5,17,1
SCHWARZKOPF_CANADA,IGORA ROYAL,3%   10 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,Oxidant / developer used to activate color or lightener,3,10,,high,343,9,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,Ash Violet,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,329,7,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,9.13,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,9,Very light blonde,13,Very light blonde with Ash / blue + Gold reflect,,,Blonde,high,322,7,2
L'OREAL PROFESSIONNEL,DIA COLOR,8.3,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,3,Light blonde with Gold reflect,,,Blonde,high,321,8,2
NOUVELLE,BLEACHERS & DEVELOPERS,YELLOW KILLER,developer_oxidant,Developer / oxidant / cream peroxide,Lightener / bleach,Lightening product,,,,,Oxidant / developer used to activate color or lightener,,,,medium,319,6,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,5.17 CC,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,17,Light brown with Ash / blue + Green / matte reflect,,,Brown / dark blonde,high,316,20,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,8,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,314,9,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,9.11,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,11,Very light blonde with Ash / blue + Ash / blue reflect,,,Blonde,high,312.5,8,2
ARGILA AMAZONIA,TREATMENT,NANOPLASTY Activator,treatment_care,Treatment / care product,TREATMENT,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,309,2,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.44,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,44,Blonde with Copper + Copper reflect,,,Brown / dark blonde,high,305.5,9,2
MATRIX,SUPER SYNC,9GV/9.32,hair_color_shade,Hair color shade,Matrix,Permanent or demi-permanent color family,Matrix,9,Very light blonde,32,Very light blonde alpha-numeric shade (GV) / Very light blonde with Gold / warm + Violet reflect,,,Blonde,medium,304,8,1
SPARKLING,STRAGHTENING TREATMENT,Straightener,treatment_care,Treatment / care product,STRAGHTENING TREATMENT,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,300,5,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,Violet,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,298,5,3
L'OREAL PROFESSIONNEL,MAJIREL,6.46,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,46,Dark blonde with Copper + Red reflect,,,Brown / dark blonde,high,293.5,11,4
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,8 CC,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,293,10,2
L'OREAL PROFESSIONNEL,MAJIREL,5.35,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,35,Light brown with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,292,14,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,10.1,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,290.5,4,2
PURE IDENTITY,DEVELOPER,9% 30VOL,developer_oxidant,Developer / oxidant / cream peroxide,DEVELOPER,Unknown / supporting product,,,,,"Stronger developer for highlights, balayage, and 2-3 levels of lift",9,30,,high,290,3,1
L'OREAL PROFESSIONNEL,NEW INOA,9.1,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,1,Very light blonde with Ash / blue reflect,,,Blonde,high,289,10,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,7.11,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,11,Blonde with Ash / blue + Ash / blue reflect,,,Brown / dark blonde,high,287,10,2
L'OREAL PROFESSIONNEL,DIA COLOR,5.8,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,5,Light brown,8,Light brown with Mocha reflect,,,Brown / dark blonde,high,286,8,2
L'OREAL PROFESSIONNEL,MAJIREL,CI7.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,13,Blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,284,11,3
L'OREAL PROFESSIONNEL,DIA COLOR,5.71,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,5,Light brown,71,Light brown with Green / matte + Ash / blue reflect,,,Brown / dark blonde,high,277,16,2
L'OREAL PROFESSIONNEL,NEW INOA,4.15,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,4,Brown,15,Brown with Ash / blue + Mahogany / red-violet reflect,,,Dark brown / black,high,273,4,2
L'OREAL PROFESSIONNEL,NEW INOA,"6,13",hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,13,Dark blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,268,10,2
SCHWARZKOPF,IGORA ROYAL,5-1,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,5,Light brown,1,Light brown with Cendre reflect,,,Brown / dark blonde,high,268,9,1
TO DEL.,L'OREAL PROFESSIONNELS,"9,3",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNELS,Unknown / supporting product,L'Oréal / international dot system,9,Very light blonde,3,Very light blonde with Gold reflect,,,Blonde,high,264.5,14,1
L'OREAL PROFESSIONNEL,MAJIREL,R7.45,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,45,Blonde with Copper + Mahogany / red-violet reflect,,,Brown / dark blonde,high,262,10,1
L'OREAL PROFESSIONNEL,NEW INOA,6 18,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,18,Dark blonde with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,261,9,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,5.18,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,18,Light brown with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,258,9,2
L'OREAL PROFESSIONNEL,NEW INOA,7.3,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,7,Blonde,3,Blonde with Gold reflect,,,Brown / dark blonde,high,255.5,16,3
L'OREAL PROFESSIONNEL,NEW INOA,6.46,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,46,Dark blonde with Copper + Red reflect,,,Brown / dark blonde,high,254,12,2
L'OREAL PROFESSIONNEL,NEW INOA,7.23,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,7,Blonde,23,Blonde with Iridescent / violet + Gold reflect,,,Brown / dark blonde,high,254,11,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,6.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,1,Dark blonde with Ash / blue reflect,,,Brown / dark blonde,high,249.5,8,2
SCHWARZKOPF,IGORA ROYAL,1-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,1,Black,0,Black natural shade,,,Dark brown / black,high,247,5,1
SCHWARZKOPF_CANADA,BLONDME,6%   20 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,Schwarzkopf Professional,Professional color / lightener family,,,,,Standard developer for grey coverage and 1-2 levels of lift,6,20,,high,244,2,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,1,Blonde with Ash / blue reflect,,,Brown / dark blonde,high,243,5,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,8.11,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,11,Light blonde with Ash / blue + Ash / blue reflect,,,Blonde,high,241,8,2
HY LOREN,ORGANIC,BLOND HAIR,lightener_bleach,Lightener / bleach,ORGANIC,Unknown / supporting product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,241,4,1
L'OREAL PROFESSIONNEL,MAJIREL,6.6,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,6,Dark blonde with Red reflect,,,Brown / dark blonde,high,237,9,1
SCHWARZKOPF,IGORA ROYAL,9.98,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,9,Very light blonde,98,Very light blonde with Violet + Red reflect,,,Blonde,high,234.5,7,1
L'OREAL PROFESSIONNEL,DIA LIGHT,9.1,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,1,Very light blonde with Ash / blue reflect,,,Blonde,high,234,9,3
L'OREAL PROFESSIONNEL,NEW INOA,10.12,mixer_corrector,Mixer / corrector / clear,L'Oréal INOA,Permanent oil-based color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,234,6,1
L'OREAL PROFESSIONNEL,NEW INOA,4.0,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,234,4,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,6.23,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,23,Dark blonde with Iridescent / violet + Gold reflect,,,Brown / dark blonde,high,233,12,1
L'OREAL PROFESSIONNEL,MAJIREL,5.32,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,32,Light brown with Gold + Iridescent / violet reflect,,,Brown / dark blonde,high,231,8,1
SCHWARZKOPF,IGORA ROYAL,5-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,5,Light brown,0,Light brown natural shade,,,Brown / dark blonde,high,227,10,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,6,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,0,Dark blonde natural shade,,,Brown / dark blonde,high,226,8,2
SCHWARZKOPF,IGORA ROYAL,6-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,6,Dark blonde,0,Dark blonde natural shade,,,Brown / dark blonde,high,225,7,1
L'OREAL PROFESSIONNEL,NEW INOA,6.40,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,40,Dark blonde with Copper + Natural reflect,,,Brown / dark blonde,high,223,6,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,3,Blonde with Gold reflect,,,Brown / dark blonde,high,221,12,2
L'OREAL PROFESSIONNEL,MAJIREL,C5.60,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,60,Light brown with Red + Natural reflect,,,Brown / dark blonde,high,219,7,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,8.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,3,Light blonde with Gold reflect,,,Blonde,high,219,5,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,Natural,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,218,3,1
L'OREAL PROFESSIONNEL,NEW INOA,9.3,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,3,Very light blonde with Gold reflect,,,Blonde,high,217,14,3
L'OREAL PROFESSIONNEL,MAJIREL,8.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,1,Light blonde with Ash / blue reflect,,,Blonde,high,217,8,1
L'OREAL PROFESSIONNEL,MAJIREL,4.20,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,20,Brown with Iridescent / violet + Natural reflect,,,Dark brown / black,high,216,14,1
L'OREAL PROFESSIONNEL,MAJIREL,CI10.1,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,214,7,2
TO DEL.,L'OREAL PROFESSIONNEL,"6,45",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,6,Dark blonde,45,Dark blonde with Copper + Mahogany / red-violet reflect,,,Brown / dark blonde,high,212,12,1
L'OREAL PROFESSIONNEL,COOL COVER,CC6.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,3,Dark blonde with Gold reflect,,,Brown / dark blonde,high,211,14,2
L'OREAL PROFESSIONNEL,MAJIREL,CI8.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,1,Light blonde with Ash / blue reflect,,,Blonde,high,208,10,2
L'OREAL PROFESSIONNEL,INOA SUPREME,8.31,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,31,Light blonde with Gold + Ash / blue reflect,,,Blonde,high,208,10,1
SCHWARZKOPF,IGORA ROYAL,3-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,3,Dark brown,0,Dark brown natural shade,,,Dark brown / black,high,205,3,2
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,6.8,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,8,Dark blonde with Mocha reflect,,,Brown / dark blonde,high,203,6,1
SCHWARZKOPF,IGORA ROYAL,8-11,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,8,Light blonde,11,Light blonde with Cendre + Cendre reflect,,,Blonde,high,194,3,1
TO DEL.,L'OREAL PROFESSIONNEL,3,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,3,Dark brown,0,Dark brown natural shade,,,Dark brown / black,high,191,7,3
L'OREAL PROFESSIONNEL,DIA COLOR,8.43,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,43,Light blonde with Copper + Gold reflect,,,Blonde,high,189,4,2
L'OREAL PROFESSIONNEL,NEW INOA,6.3,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,3,Dark blonde with Gold reflect,,,Brown / dark blonde,high,186,14,3
